AGE,LEAVES_USED,LEAVES_REMAINING,RATINGS,PAST_EXP,TENURE,SEX_M,DESIGNATION_Associate,DESIGNATION_Director,DESIGNATION_Manager,DESIGNATION_Senior Analyst,DESIGNATION_Senior Manager,UNIT_IT,UNIT_Management,UNIT_Marketing,UNIT_Operations,UNIT_Web,SALARY
29.0,30.0,0.0,5.0,2.0,4.903490759753593,0,1,0,0,0,0,0,0,0,0,1,73397
22.0,27.0,3.0,2.0,0.0,2.54072553045859,0,0,0,0,0,0,0,1,0,0,0,47008
23.0,19.0,11.0,5.0,1.0,1.9219712525667352,1,0,0,0,0,0,0,0,1,0,0,49898
23.0,27.0,3.0,2.0,1.0,1.538672142368241,0,0,0,0,0,0,0,1,0,0,0,45389
22.0,29.0,1.0,3.0,0.0,3.268993839835729,1,0,0,0,0,0,0,0,0,0,1,49326
24.0,24.0,6.0,4.0,0.0,3.3648186173853527,0,0,0,0,0,0,0,0,0,0,1,49901
24.0,23.0,7.0,2.0,2.0,1.6180698151950719,1,0,0,0,0,0,1,0,0,0,0,42529
25.0,25.0,5.0,5.0,2.0,2.2751540041067764,0,0,0,0,0,0,0,0,0,0,0,44448
39.0,30.0,0.0,4.0,13.0,4.848733744010952,0,0,0,0,0,1,0,0,1,0,0,175497
25.0,21.0,9.0,4.0,2.0,2.001368925393566,0,0,0,0,0,0,1,0,0,0,0,47739
25.0,25.0,5.0,4.0,2.0,2.414784394250513,0,0,0,0,0,0,0,0,0,0,1,49046
25.0,20.0,10.0,3.0,2.0,2.2532511978097194,1,0,0,0,0,0,0,0,0,1,0,47961
29.0,23.0,7.0,2.0,5.0,2.1820670773442847,0,1,0,0,0,0,0,0,0,1,0,96378
32.0,16.0,14.0,4.0,9.0,1.4811772758384667,1,1,0,0,0,0,1,0,0,0,0,76411
23.0,24.0,6.0,2.0,0.0,3.1101984941820673,0,0,0,0,0,0,0,0,0,0,1,40264
22.0,20.0,10.0,2.0,0.0,2.3436002737850785,1,0,0,0,0,0,0,0,0,0,1,45364
22.0,27.0,3.0,4.0,0.0,2.9897330595482545,1,0,0,0,0,0,0,0,0,0,1,42013
25.0,24.0,6.0,5.0,2.0,2.943189596167009,1,0,0,0,0,0,0,0,1,0,0,42362
25.0,26.0,4.0,5.0,2.0,2.617385352498289,0,0,0,0,0,0,0,0,0,0,0,44620
23.0,23.0,7.0,5.0,1.0,1.8507871321013005,0,0,0,0,0,0,0,0,0,1,0,43285
28.0,24.0,6.0,3.0,5.0,2.2258726899383983,0,0,0,0,1,0,0,0,0,0,1,66338
25.0,27.0,3.0,4.0,2.0,2.9075975359342916,0,0,0,0,0,0,1,0,0,0,0,46436
24.0,28.0,2.0,3.0,0.0,3.2005475701574264,0,0,0,0,0,0,0,1,0,0,0,49705
21.0,19.0,11.0,3.0,0.0,2.2642026009582477,1,0,0,0,0,0,0,1,0,0,0,40095
28.0,28.0,2.0,4.0,3.0,1.5496235455167693,0,0,0,0,1,0,0,0,0,0,0,61647
21.0,22.0,8.0,3.0,0.0,1.8726899383983573,0,0,0,0,0,0,0,0,1,0,0,42811
25.0,15.0,15.0,2.0,2.0,2.516084873374401,0,0,0,0,0,0,0,0,0,0,0,47365
22.0,18.0,12.0,5.0,0.0,2.863791923340178,1,0,0,0,0,0,0,0,0,1,0,45721
25.0,25.0,5.0,2.0,1.0,2.9897330595482545,1,0,0,0,0,0,0,0,0,0,1,49976
21.0,21.0,9.0,2.0,0.0,3.2005475701574264,1,0,0,0,0,0,0,0,1,0,0,42650
25.0,27.0,3.0,3.0,3.0,1.4510609171800137,1,0,0,0,0,0,0,1,0,0,0,44632
25.0,15.0,15.0,3.0,3.0,1.9274469541409993,1,0,0,0,0,0,0,0,0,1,0,48389
21.0,18.0,12.0,2.0,0.0,2.6913073237508556,1,0,0,0,0,0,0,0,0,1,0,48665
31.0,21.0,9.0,4.0,6.0,3.238877481177276,1,1,0,0,0,0,0,1,0,0,0,72886
21.0,28.0,2.0,5.0,0.0,2.0643394934976045,0,0,0,0,0,0,1,0,0,0,0,45225
25.0,26.0,4.0,4.0,0.0,3.0417522245037647,1,0,0,0,1,0,0,0,0,0,0,60712
24.0,17.0,13.0,3.0,1.0,2.732375085557837,1,0,0,0,0,0,0,0,0,1,0,41290
21.0,18.0,12.0,2.0,0.0,2.127310061601643,0,0,0,0,0,0,1,0,0,0,0,44993
24.0,22.0,8.0,4.0,1.0,2.861054072553046,0,0,0,0,0,0,1,0,0,0,0,46118
25.0,29.0,1.0,5.0,1.0,3.8521560574948666,0,0,0,0,1,0,0,1,0,0,0,65212
38.0,19.0,11.0,4.0,9.0,4.531143052703627,0,0,0,0,0,1,0,0,0,1,0,193621
23.0,19.0,11.0,2.0,0.0,2.598220396988364,0,0,0,0,0,0,0,0,1,0,0,44223
27.0,26.0,4.0,2.0,1.0,2.7186858316221767,0,0,0,0,1,0,0,0,0,0,0,53339
24.0,29.0,1.0,3.0,1.0,1.9849418206707734,0,0,0,0,0,0,0,0,0,0,1,43638
22.0,21.0,9.0,2.0,0.0,3.077344284736482,1,0,0,0,0,0,0,0,1,0,0,44963
21.0,22.0,8.0,3.0,0.0,2.1683778234086244,0,0,0,0,0,0,0,0,1,0,0,42686
21.0,22.0,8.0,2.0,0.0,1.8316221765913758,0,0,0,0,0,0,0,0,0,0,1,40381
21.0,15.0,15.0,5.0,0.0,3.164955509924709,0,0,0,0,0,0,0,0,0,0,0,48461
25.0,18.0,12.0,4.0,1.0,3.373032169746749,0,0,0,0,0,0,0,0,1,0,0,46584
25.0,25.0,5.0,3.0,0.0,2.088980150581793,1,0,0,0,1,0,1,0,0,0,0,50739
31.0,17.0,13.0,3.0,5.0,1.9274469541409993,1,1,0,0,0,0,0,1,0,0,0,82083
23.0,27.0,3.0,2.0,1.0,1.5249828884325805,0,0,0,0,0,0,0,0,0,1,0,40324
23.0,26.0,4.0,3.0,1.0,1.6125941136208077,1,0,0,0,0,0,0,1,0,0,0,44001
22.0,30.0,0.0,3.0,0.0,2.8720054757015743,0,0,0,0,0,0,0,1,0,0,0,43059
24.0,30.0,0.0,2.0,2.0,1.7659137577002053,0,0,0,0,0,0,0,0,0,0,0,41685
28.0,26.0,4.0,4.0,0.0,4.306639288158795,1,1,0,0,0,0,0,0,0,1,0,95982
23.0,26.0,4.0,3.0,0.0,3.0390143737166326,0,0,0,0,0,0,0,1,0,0,0,44699
28.0,30.0,0.0,5.0,3.0,2.8993839835728954,0,0,0,0,1,0,0,0,1,0,0,52690
21.0,18.0,12.0,4.0,0.0,2.3737166324435317,0,0,0,0,0,0,0,1,0,0,0,40041
28.0,16.0,14.0,5.0,3.0,1.6618754277891854,0,0,0,0,1,0,0,0,0,0,0,56314
25.0,26.0,4.0,3.0,2.0,2.3709787816563996,1,0,0,0,0,0,0,0,0,1,0,49785
24.0,29.0,1.0,5.0,1.0,2.6091718001368926,0,0,0,0,0,0,0,0,0,0,1,41284
22.0,26.0,4.0,5.0,0.0,2.1190965092402463,0,0,0,0,0,0,0,0,0,0,0,40562
22.0,30.0,0.0,2.0,0.0,2.915811088295688,1,0,0,0,0,0,0,0,0,1,0,46741
24.0,28.0,2.0,2.0,1.0,2.3819301848049284,1,0,0,0,0,0,0,0,0,1,0,45100
22.0,23.0,7.0,5.0,0.0,1.7932922655715264,1,0,0,0,0,0,1,0,0,0,0,41712
24.0,20.0,10.0,4.0,1.0,2.1245722108145104,0,0,0,0,0,0,0,0,0,1,0,47069
25.0,28.0,2.0,3.0,1.0,3.2005475701574264,1,0,0,0,0,0,0,0,0,0,1,40460
24.0,28.0,2.0,4.0,0.0,3.3429158110882957,1,0,0,0,0,0,0,0,0,0,0,47068
25.0,26.0,4.0,2.0,0.0,2.751540041067762,0,0,0,0,1,0,0,0,1,0,0,50813
33.0,22.0,8.0,4.0,3.0,6.193018480492813,1,0,0,1,0,0,0,0,0,1,0,129191
24.0,28.0,2.0,5.0,2.0,1.5331964407939767,1,0,0,0,0,0,0,0,0,1,0,46749
33.0,15.0,15.0,2.0,6.0,4.7118412046543465,0,0,0,1,0,0,0,0,0,0,0,108665
32.0,23.0,7.0,5.0,5.0,3.567419575633128,0,1,0,0,0,0,0,1,0,0,0,76964
24.0,21.0,9.0,3.0,1.0,2.532511978097194,1,0,0,0,0,0,0,0,1,0,0,47417
21.0,25.0,5.0,5.0,0.0,2.209445585215606,1,0,0,0,0,0,1,0,0,0,0,47669
21.0,20.0,10.0,3.0,0.0,2.0424366872005475,0,0,0,0,0,0,0,0,0,0,0,40318
23.0,17.0,13.0,2.0,0.0,2.830937713894593,1,0,0,0,0,0,1,0,0,0,0,46743
25.0,20.0,10.0,2.0,2.0,2.1492128678986995,1,0,0,0,0,0,0,1,0,0,0,40060
25.0,20.0,10.0,3.0,2.0,2.6967830253251197,0,0,0,0,0,0,0,1,0,0,0,46129
38.0,19.0,11.0,4.0,10.0,3.2279260780287475,1,0,0,0,0,1,0,0,1,0,0,189435
26.0,27.0,3.0,2.0,0.0,3.2826830937713893,0,0,0,0,1,0,0,1,0,0,0,62537
24.0,17.0,13.0,5.0,1.0,2.7871321013004793,1,0,0,0,0,0,0,1,0,0,0,44145
22.0,23.0,7.0,5.0,0.0,1.7467488021902806,0,0,0,0,0,0,0,0,1,0,0,47998
25.0,16.0,14.0,2.0,2.0,2.4531143052703626,1,0,0,0,0,0,0,0,1,0,0,49310
24.0,17.0,13.0,4.0,1.0,2.2806297056810405,0,0,0,0,0,0,0,1,0,0,0,49235
26.0,26.0,4.0,3.0,0.0,3.1813826146475015,1,0,0,0,1,0,0,0,0,0,0,68245
23.0,25.0,5.0,5.0,1.0,1.700205338809035,0,0,0,0,0,0,0,0,0,0,0,47498
25.0,26.0,4.0,4.0,3.0,1.5852156057494866,1,0,0,0,0,0,0,0,0,0,0,40636
25.0,25.0,5.0,4.0,1.0,3.490759753593429,0,0,0,0,0,0,0,0,0,1,0,45233
27.0,16.0,14.0,4.0,4.0,2.6584531143052703,0,0,0,0,1,0,0,0,0,0,0,53275
24.0,17.0,13.0,5.0,1.0,2.954140999315537,0,0,0,0,0,0,0,0,0,0,1,43540
21.0,30.0,0.0,5.0,0.0,1.4455852156057496,1,0,0,0,0,0,0,1,0,0,0,40275
21.0,28.0,2.0,5.0,0.0,2.5544147843942504,1,0,0,0,0,0,0,0,0,0,1,44361
25.0,16.0,14.0,2.0,1.0,3.1156741957563314,1,0,0,0,0,0,0,0,0,0,1,41936
21.0,25.0,5.0,5.0,0.0,3.216974674880219,0,0,0,0,0,0,0,0,0,0,0,45830
23.0,28.0,2.0,3.0,0.0,2.940451745379877,0,0,0,0,0,0,0,0,0,0,1,44521
22.0,18.0,12.0,3.0,0.0,1.9082819986310746,1,0,0,0,0,0,0,1,0,0,0,45997
25.0,19.0,11.0,2.0,2.0,2.565366187542779,1,0,0,0,0,0,0,0,0,0,0,44218
35.0,28.0,2.0,2.0,12.0,2.732375085557837,0,0,0,1,0,0,0,0,0,0,0,140926
21.0,23.0,7.0,3.0,0.0,1.8261464750171115,0,0,0,0,0,0,0,0,0,1,0,48886
23.0,26.0,4.0,3.0,1.0,1.8042436687200547,1,0,0,0,0,0,0,0,0,1,0,49081
23.0,28.0,2.0,2.0,0.0,2.3436002737850785,0,0,0,0,0,0,0,0,0,1,0,42195
25.0,22.0,8.0,3.0,0.0,3.4113620807665983,1,0,0,0,1,0,0,0,1,0,0,50130
25.0,30.0,0.0,3.0,0.0,1.5824777549623545,1,0,0,0,1,0,0,0,0,0,0,55472
25.0,17.0,13.0,5.0,1.0,3.1129363449691994,1,0,0,0,0,0,0,0,0,1,0,43269
22.0,17.0,13.0,2.0,0.0,2.7707049965776864,0,0,0,0,0,0,0,0,0,1,0,43712
25.0,24.0,6.0,5.0,3.0,1.566050650239562,1,0,0,0,0,0,0,0,1,0,0,42377
28.0,24.0,6.0,3.0,0.0,3.7371663244353184,0,0,0,0,1,0,0,0,0,1,0,69316
23.0,29.0,1.0,2.0,0.0,2.844626967830253,0,0,0,0,0,0,0,0,1,0,0,46418
28.0,17.0,13.0,3.0,5.0,1.8809034907597535,1,0,0,0,1,0,0,0,1,0,0,65566
24.0,25.0,5.0,2.0,1.0,2.6995208761122518,0,0,0,0,0,0,0,0,0,0,0,48976
23.0,24.0,6.0,4.0,0.0,3.2114989733059547,1,0,0,0,0,0,0,0,1,0,0,43760
22.0,21.0,9.0,4.0,0.0,3.1156741957563314,0,0,0,0,0,0,0,0,0,1,0,41047
25.0,30.0,0.0,2.0,2.0,2.5626283367556466,0,0,0,0,0,0,0,0,0,1,0,43225
22.0,25.0,5.0,2.0,0.0,1.4428473648186173,1,0,0,0,0,0,0,0,1,0,0,42361
22.0,26.0,4.0,4.0,0.0,1.7932922655715264,0,0,0,0,0,0,0,1,0,0,0,43835
25.0,24.0,6.0,5.0,2.0,2.3956194387405887,0,0,0,0,0,0,0,0,0,1,0,47326
25.0,19.0,11.0,3.0,0.0,3.756331279945243,1,0,0,0,1,0,0,0,1,0,0,61221
21.0,17.0,13.0,4.0,0.0,2.5023956194387407,0,0,0,0,0,0,0,0,0,0,0,42943
23.0,24.0,6.0,3.0,0.0,2.8227241615331966,1,0,0,0,0,0,0,0,0,1,0,48751
22.0,23.0,7.0,4.0,0.0,3.025325119780972,1,0,0,0,0,0,0,0,0,0,0,42136
21.0,27.0,3.0,5.0,0.0,3.0198494182067077,0,0,0,0,0,0,0,0,0,0,1,42472
22.0,26.0,4.0,4.0,0.0,3.274469541409993,1,0,0,0,0,0,1,0,0,0,0,46677
25.0,28.0,2.0,5.0,3.0,1.5770020533880904,1,0,0,0,0,0,0,0,0,0,1,45977
25.0,18.0,12.0,5.0,3.0,1.5989048596851472,1,0,0,0,0,0,0,0,0,0,1,41345
41.0,23.0,7.0,3.0,10.0,6.012320328542095,0,0,1,0,0,0,0,0,1,0,0,323196
22.0,19.0,11.0,2.0,0.0,1.7084188911704312,0,0,0,0,0,0,0,0,1,0,0,42727
25.0,18.0,12.0,5.0,0.0,4.095824777549623,1,0,0,0,1,0,0,0,1,0,0,53218
21.0,21.0,9.0,3.0,0.0,2.97056810403833,0,0,0,0,0,0,1,0,0,0,0,48422
32.0,23.0,7.0,4.0,6.0,2.7132101300479126,1,1,0,0,0,0,1,0,0,0,0,83066
21.0,29.0,1.0,2.0,0.0,2.7734428473648185,0,0,0,0,0,0,0,0,0,1,0,41627
42.0,27.0,3.0,2.0,18.0,3.378507871321013,1,0,1,0,0,0,0,0,1,0,0,388112
23.0,25.0,5.0,3.0,0.0,2.6338124572210813,0,0,0,0,0,0,0,0,0,0,1,44469
24.0,23.0,7.0,3.0,2.0,1.648186173853525,1,0,0,0,0,0,0,0,1,0,0,41109
23.0,27.0,3.0,4.0,1.0,1.5770020533880904,1,0,0,0,0,0,0,0,0,1,0,43924
25.0,23.0,7.0,4.0,2.0,2.513347022587269,1,0,0,0,1,0,0,0,0,1,0,64232
22.0,19.0,11.0,2.0,0.0,3.274469541409993,1,0,0,0,0,0,0,0,0,1,0,49644
43.0,15.0,15.0,2.0,11.0,7.436002737850787,0,0,1,0,0,0,0,0,0,0,1,284733
22.0,20.0,10.0,4.0,0.0,2.291581108829569,0,0,0,0,0,0,0,0,0,1,0,48802
21.0,21.0,9.0,4.0,0.0,2.5489390828199863,0,0,0,0,0,0,1,0,0,0,0,41748
27.0,20.0,10.0,2.0,1.0,3.0006844626967832,1,0,0,0,1,0,0,0,0,0,0,61575
24.0,25.0,5.0,3.0,1.0,2.537987679671458,0,0,0,0,0,0,0,0,1,0,0,46062
25.0,18.0,12.0,2.0,1.0,3.247091033538672,0,0,0,0,0,0,0,0,0,0,0,40251
21.0,16.0,14.0,2.0,0.0,1.5605749486652978,1,0,0,0,0,0,0,1,0,0,0,42416
22.0,18.0,12.0,5.0,0.0,2.088980150581793,0,0,0,0,0,0,0,0,0,0,0,43951
25.0,19.0,11.0,2.0,2.0,2.4722792607802875,1,0,0,0,0,0,0,0,0,0,0,47903
22.0,27.0,3.0,3.0,0.0,3.1512662559890487,0,0,0,0,0,0,0,0,0,1,0,45275
26.0,28.0,2.0,5.0,1.0,1.7905544147843941,1,0,0,0,1,0,0,0,0,0,0,61046
25.0,15.0,15.0,4.0,2.0,2.48870636550308,0,0,0,0,0,0,0,0,0,0,1,48204
27.0,23.0,7.0,3.0,1.0,3.02258726899384,0,0,0,0,1,0,0,0,0,1,0,51053
22.0,16.0,14.0,2.0,0.0,1.757700205338809,1,0,0,0,0,0,0,0,0,1,0,42560
25.0,20.0,10.0,2.0,3.0,1.5797399041752225,0,0,0,0,0,0,0,0,1,0,0,40947
28.0,30.0,0.0,2.0,0.0,4.073921971252567,0,0,0,0,1,0,1,0,0,0,0,68432
24.0,24.0,6.0,4.0,1.0,2.0944558521560577,0,0,0,0,0,0,0,1,0,0,0,44561
26.0,27.0,3.0,2.0,1.0,4.380561259411362,0,0,0,0,1,0,0,0,0,1,0,63882
23.0,21.0,9.0,2.0,0.0,2.5544147843942504,1,0,0,0,0,0,0,0,0,0,0,45903
23.0,28.0,2.0,3.0,0.0,3.4962354551676933,1,0,0,0,0,0,0,0,0,0,1,48470
23.0,24.0,6.0,4.0,0.0,2.42299794661191,0,0,0,0,0,0,0,0,0,0,0,45704
25.0,18.0,12.0,5.0,0.0,2.5270362765229293,0,0,0,0,1,0,0,1,0,0,0,57064
22.0,15.0,15.0,2.0,0.0,2.217659137577002,1,0,0,0,0,0,1,0,0,0,0,48546
28.0,25.0,5.0,3.0,5.0,2.757015742642026,0,0,0,0,1,0,0,0,0,1,0,50044
21.0,16.0,14.0,2.0,0.0,3.0198494182067077,0,0,0,0,0,0,0,0,1,0,0,41604
23.0,23.0,7.0,3.0,0.0,2.0561259411362083,0,0,0,0,0,0,0,0,0,0,0,45022
33.0,24.0,6.0,4.0,8.0,4.804928131416838,1,0,0,1,0,0,0,0,0,0,1,107432
24.0,26.0,4.0,4.0,0.0,3.3374401095140316,0,0,0,0,0,0,1,0,0,0,0,45499
22.0,26.0,4.0,2.0,0.0,3.2197125256673513,1,0,0,0,0,0,0,0,1,0,0,47846
28.0,29.0,1.0,3.0,1.0,3.813826146475017,0,0,0,0,1,0,0,0,0,1,0,67299
24.0,21.0,9.0,2.0,2.0,1.596167008898015,0,0,0,0,0,0,0,0,0,0,1,48047
36.0,20.0,10.0,3.0,8.0,5.568788501026694,1,0,0,0,0,1,0,0,0,0,0,186356
22.0,26.0,4.0,5.0,0.0,2.6036960985626285,0,0,0,0,0,0,0,0,0,1,0,48539
22.0,18.0,12.0,2.0,0.0,1.5496235455167693,0,0,0,0,0,0,0,0,1,0,0,45146
25.0,26.0,4.0,3.0,0.0,4.413415468856948,0,0,0,0,1,0,1,0,0,0,0,67321
24.0,27.0,3.0,2.0,2.0,1.672826830937714,0,0,0,0,0,0,1,0,0,0,0,43137
24.0,30.0,0.0,4.0,0.0,3.162217659137577,0,0,0,0,0,0,0,0,0,0,1,46974
25.0,30.0,0.0,2.0,1.0,3.162217659137577,0,0,0,0,0,0,0,0,1,0,0,48602
22.0,25.0,5.0,4.0,0.0,2.7707049965776864,0,0,0,0,0,0,0,0,0,0,1,43036
23.0,17.0,13.0,3.0,0.0,1.9822039698836413,1,0,0,0,0,0,0,0,0,0,0,49318
23.0,19.0,11.0,2.0,0.0,3.058179329226557,0,0,0,0,0,0,0,0,0,0,1,48356
25.0,22.0,8.0,3.0,1.0,3.0171115674195756,1,0,0,0,0,0,0,0,0,1,0,49894
24.0,17.0,13.0,4.0,2.0,1.5331964407939767,0,0,0,0,0,0,0,0,1,0,0,42344
24.0,27.0,3.0,4.0,0.0,3.455167693360712,1,0,0,0,0,0,0,0,0,0,1,43343
22.0,27.0,3.0,4.0,0.0,2.5051334702258727,0,0,0,0,0,0,0,0,0,1,0,47750
22.0,19.0,11.0,3.0,0.0,2.028747433264887,1,0,0,0,0,0,0,0,1,0,0,42440
25.0,16.0,14.0,2.0,3.0,1.9411362080766599,0,0,0,0,0,0,0,0,0,0,1,45236
24.0,27.0,3.0,4.0,0.0,3.189596167008898,1,0,0,0,0,0,0,0,0,1,0,41514
23.0,24.0,6.0,4.0,1.0,1.4948665297741273,1,0,0,0,0,0,1,0,0,0,0,45084
24.0,29.0,1.0,3.0,1.0,2.5270362765229293,0,0,0,0,0,0,0,0,1,0,0,41676
23.0,28.0,2.0,5.0,0.0,2.811772758384668,0,0,0,0,0,0,0,0,1,0,0,46127
29.0,20.0,10.0,5.0,4.0,4.290212183436003,1,1,0,0,0,0,0,1,0,0,0,99416
25.0,15.0,15.0,3.0,1.0,3.0965092402464065,0,0,0,0,0,0,0,0,0,1,0,47899
23.0,15.0,15.0,3.0,0.0,2.5626283367556466,0,0,0,0,0,0,0,0,0,0,0,45927
23.0,22.0,8.0,2.0,1.0,1.6372347707049966,1,0,0,0,0,0,0,1,0,0,0,48891
22.0,19.0,11.0,5.0,0.0,3.1704312114989732,1,0,0,0,0,0,0,0,0,0,0,41284
43.0,21.0,9.0,2.0,17.0,5.19917864476386,1,0,1,0,0,0,1,0,0,0,0,313649
22.0,22.0,8.0,2.0,0.0,3.482546201232033,1,0,0,0,0,0,0,0,1,0,0,49111
25.0,23.0,7.0,3.0,0.0,4.361396303901437,1,0,0,0,1,0,0,0,1,0,0,51509
21.0,16.0,14.0,3.0,0.0,1.5222450376454484,1,0,0,0,0,0,1,0,0,0,0,49393
21.0,27.0,3.0,4.0,0.0,2.965092402464066,1,0,0,0,0,0,0,0,0,0,1,46580
25.0,16.0,14.0,4.0,2.0,2.351813826146475,0,0,0,0,0,0,0,0,0,0,0,44538
21.0,22.0,8.0,2.0,0.0,2.510609171800137,0,0,0,0,0,0,0,0,0,0,0,46507
24.0,26.0,4.0,5.0,1.0,2.5598904859685145,0,0,0,0,0,0,0,0,0,0,1,47308
22.0,25.0,5.0,5.0,0.0,1.6180698151950719,1,0,0,0,0,0,0,1,0,0,0,45952
25.0,15.0,15.0,3.0,1.0,3.0061601642710474,1,0,0,0,1,0,0,0,0,1,0,68505
26.0,21.0,9.0,5.0,0.0,3.3429158110882957,0,0,0,0,1,0,0,0,1,0,0,65316
23.0,17.0,13.0,5.0,1.0,1.5523613963039014,1,0,0,0,0,0,0,0,1,0,0,47401
35.0,25.0,5.0,3.0,11.0,2.6584531143052703,0,0,0,1,0,0,0,0,0,1,0,129017
23.0,28.0,2.0,4.0,1.0,1.51129363449692,0,0,0,0,0,0,0,0,0,0,0,46347
25.0,25.0,5.0,4.0,2.0,2.269678302532512,1,0,0,0,0,0,0,0,0,0,1,47573
32.0,29.0,1.0,2.0,5.0,4.692676249144422,1,1,0,0,0,0,1,0,0,0,0,97708
21.0,21.0,9.0,5.0,0.0,2.028747433264887,1,0,0,0,0,0,0,0,0,0,0,46002
25.0,27.0,3.0,5.0,1.0,3.3949349760438055,0,0,0,0,0,0,1,0,0,0,0,47201
21.0,15.0,15.0,2.0,0.0,2.458590006844627,1,0,0,0,0,0,0,0,0,0,1,46733
39.0,20.0,10.0,3.0,17.0,1.8206707734428473,0,0,0,0,0,1,1,0,0,0,0,191793
22.0,19.0,11.0,4.0,0.0,1.7905544147843941,1,0,0,0,0,0,0,1,0,0,0,41035
34.0,16.0,14.0,4.0,7.0,2.7953456536618755,0,0,0,1,0,0,0,1,0,0,0,126871
27.0,25.0,5.0,5.0,0.0,3.1704312114989732,0,0,0,0,1,0,0,0,1,0,0,51532
24.0,28.0,2.0,5.0,1.0,2.3983572895277208,0,0,0,0,0,0,0,0,0,0,0,43339
22.0,30.0,0.0,4.0,0.0,2.11088295687885,1,0,0,0,0,0,1,0,0,0,0,44506
23.0,25.0,5.0,2.0,0.0,2.6967830253251197,1,0,0,0,0,0,0,1,0,0,0,40045
24.0,19.0,11.0,2.0,0.0,3.359342915811088,1,0,0,0,0,0,0,0,0,0,0,48938
